ISBN,Title,Author,Format,Gross Qty,Returned Qty,Net Qty,Net Compensation,Sales Market
9781608882656,Spies in Space: Reflections On National Reconnaissance And The Manned Orbiting Laboratory,"Homer, Courtney J. V.",Paperback,4,0,4,37.54,UK
9781934840214,"CVN-70 CARL VINSON, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,2,0,2,37.49,UK
9781608882946,PT Boat Bases: Volume 1: Pacific,"Andruss Sr., Frank J.",Hardcover,3,0,3,37.11,DE (Global Connect)
9781608882373,The Granddaughter Project,"Chishti, Shaheen",Hardcover,3,0,3,36.93,US
9781608880201,Operation Weseruebung: The Dawn of Decisive Airpower in Joint Military Operations,"Baxley, Brian",Paperback,3,0,3,36.86,US
9781608881871,Manhattan District History: General Index,Manhattan District,Hardcover,6,0,6,36.42,US
9781608880331,"Why the Allies Lost the Battle of Crete: How Allied Indecision, Bureaucracy, and Pretentiousness Lost the Battle","Smith, Kelsey Aaron",Paperback,3,0,3,36.39,US
9781608883493,"Economy of Force: A Total Army, The Israel Defense Force Model","Heller, Charles E",Paperback,4,0,4,35.96,US
9781934840009,"Cool Maps for Curious Kids #2: Afghanistan, an Unauthorized Tour of the Land of a Thousand Splendid Suns and the Kite Runner","Zimmerman, W. Frederick",Paperback,5,0,5,35.94,UK
9781608881383,Re-Reading Harry Potter and the Deathly Hallows,"Davis, Graeme",Hardcover,10,0,10,35.73,UK
9780978813871,The JESUS FAMILY TOMB Controversy: How the Evidence Falls Short,"Burroughs, Dillon,",Paperback,4,0,4,35.63,UK
9781608883196,Articles on Cryptography and Cryptanalysis,US Signal Corps,Hardcover,3,0,3,35.58,DE (Global Connect)
9781934840627,"The Definitive Illustrated History of the Torpedo Boat -- Volume IV, 1939-1940 (The Ship Killers)","Hinds, Joe",Paperback,4,0,4,35.49,UK
9781608881642,Empire of Chaos,"Escobar, Pepe",Hardcover,4,0,4,35.26,IN (Global Connect)
9781608882670,Annotated Bibliography of Publications from the U.S. Navy's Marine Mammal Program,"Wood, Forest G.",Paperback,4,0,4,34.76,US
9781608881666,"Amalgamated International and U.S. Inland Navigation Rules: Amalgamation of the International Regulations for Preventing Collisions at Sea and the U.S. Inland Navigation Rules, their Annexes, and associated Federal regulations",United States Coast Guard,Hardcover,6,0,6,34.69,UK
9781608882137,Space Doctrine Publication 3-100: Doctrine for Space Forces,United States Space Force,Paperback,5,0,5,34.45,US
9781608881048,Record of Proceedings of THRESHER Inquiry,U. S. Navy,Paperback,5,0,5,34.36,US
9781608881697,2030,"Escobar, Pepe",Hardcover,4,0,4,34.34,DE (Global Connect)
9781608883035,Codes and Ciphers of the Civil War,"Friedman, William F.",Paperback,5,0,5,33.73,UK
9781608881475,Commandant's Planning Guidance: 38th Commandant of the Marine Corps,"Berger, General David H.",Hardcover,8,0,8,33.54,US
9781608882359,History of the Indian tribes of North America [Single-Volume Facsimile Edition]: with Biographical Sketches and Anecdotes of the Principal Chiefs,"McKenney, Thomas, L.",Hardcover,1,0,1,33.51,DE (Global Connect)
9781608883127,The Friedman Lectures on Cryptology,"Friedman, William F.",Hardcover,4,0,4,33.41,US
9781608883004,"Japanese 18"" Gun Mounts [Annotated]",US Navy Technical Mission to Japan,Hardcover,4,0,4,33.36,US
9781934840498,THE SHACK: Unauthorized Theological Critique,"Challies, Tim",Paperback,6,0,6,32.64,US
9781608880379,"Self-Inflicted Wound Allied Defeat in Crete, May 1941","Kostic, Samuel J.",Paperback,6,0,6,32.38,US
9781934840436,Vocabolario Marino E Militare: Maritime and Military Vocabulary [Italian],"Guglielmotti, Alberto",Paperback,1,0,1,32.26,US
9781608882144,Space Doctrine Publication 3-0 Operations: Doctrine for Space Forces,United States Space Force,Paperback,5,0,5,32.25,US
9781608881727,Steele Dossier Corroboration Spreadsheet,Federal Bureau of Investigation,Hardcover,5,0,5,32.14,US
9781934840320,Cool Maps of France's Overseas Territories and Departments,"Zimmerman, W. Frederick",Paperback,6,0,6,31.90,UK
9781608881932,Movement And Maneuver In Deep Space: A Framework to Leverage Advanced Propulsion,"Hans, Brian, E.",Hardcover,6,0,6,31.84,US
9781934840887,Soviet Space Technology: What We Thought We Knew in 1959,Committee on Science and Astronautics,Hardcover,3,0,3,31.83,UK
9781608880287,The Influence of Maritime Theorists Alfred Thayer Mahan and Sir Julian Corbett on the Development of German Naval Strategy 1930-1936,"Cribbs, Donald",Paperback,3,0,3,31.56,IN (Global Connect)
9781934840634,"The Definitive Illustrated History of the Torpedo Boat, Volume V: 1941 (The Ship Killers)","Hinds, Joe",Paperback,4,0,4,31.50,UK
9780979920509,Our Splendid Sun: Cool Science Images for Curious Kids #1,"Zimmerman, W. Frederick",Paperback,4,0,4,31.26,UK
9781608882342,Jane's Fighting Ships 1920 (facsimile edition),"Jane, Fred, T.",Hardcover,1,0,1,31.07,UK
9781608880980,Finding Meaning in Narnia: A Voyage on the Dawn Treader,"Burkart, Gina",Paperback,4,0,4,30.56,UK
9781934840016,The Nine Current Supreme Court Justices: Colorful Info for Curious Minds #3,"Zimmerman, W. Frederick",Paperback,3,0,3,30.03,US
9781608881512,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 6),"Office of the Secretary of Defense,",Hardcover,2,0,2,30.02,UK
9780979920547,Illicit Finance Risk Assessment of Decentralized Finance,Department of Treasury,Hardcover,4,0,4,29.96,DE (Global Connect)
9781934840726,Re-read HARRY POTTER AND THE CHAMBER OF SECRETS Today! An Unauthorized Guide,"Davis, Graeme",Paperback,4,0,4,29.94,UK
9781934840573,Re-Read HARRY POTTER AND THE SORCERER'S STONE Today! An Unauthorized Guide,"Davis, Graeme",Paperback,5,0,5,29.90,UK
9781608881123,Secrets of the Modern World: Yukichi Fukuzawa,"MacFarlane, Alan, Professor",Paperback,2,0,2,29.86,IN (Global Connect)
9781608880454,Pictorial Record: The War Against Japan (United States Army in World War II),"US Army, Center of Military History",Paperback,1,0,1,29.70,US
9781608880423,"Uncharted Waters: Expeditionary Operations and the Naval Component of Union Military Strategy in the Us Civil War, 1861-1862","Canfield, Major Daniel T.",Paperback,3,0,3,29.69,UK
9781608881260,"The Navy's Nuclear Power Plant in Antarctica: Final Operating Report for the PM-3A Nuclear Power Plant, McMurdo Station, Antarctica",U.S. Navy Nuclear Power Unit,Hardcover,4,0,4,29.63,UK
9780978813864,"Bearing the Unbearable: Coping with Infertility and Other Profound Suffering, or What to Do When Taking Charge of Your Fertility Fails","Schulz, Karl A.",Paperback,3,0,3,29.62,US
9781608883110,Space-Based Solar Power,NASA. OTPS.,Paperback,3,0,3,29.52,US
9781608881741,Technical Articles about the Voynich Manuscript,National Security Agency,Hardcover,4,0,4,29.50,UK
9780976540601,Unauthorized Harry Potter and the Deathly Hallows News: Half-Blood Prince Analysis,"Zimmerman, W. Frederick",Paperback,3,0,3,29.49,US
9781934840993,Fallen Walls and Fallen Towers,"Redd, Adrienne",Hardcover,3,0,3,29.32,UK
9781608883301,Soviet Military Rear Services in East Germany,Central Intelligence Agency,Paperback,5,-1,4,29.14,US
9781934840498,THE SHACK: Unauthorized Theological Critique,"Challies, Tim",Paperback,11,0,11,29.13,UK
9781608882724,Proceedings of the Board of Investigation in the case of Mr. James V. Forrestal,Judge Advocate General of the Navy,Paperback,3,0,3,28.32,US
9781608880898,The Littoral Combat Ship Omnibus: A Torpedo Boat Destroyer for the 21st Century,"Zimmerman, W. Frederick",Hardcover,3,0,3,28.27,UK
9781608882700,Report on the Historical Record of U.S. Government Involvement with Unidentified Anomalous Phenomena (UAP),All-Domain Anomaly Resolution Office,Paperback,4,0,4,28.20,US
9781934840726,Re-read HARRY POTTER AND THE CHAMBER OF SECRETS Today! An Unauthorized Guide,"Davis, Graeme",Paperback,3,0,3,28.14,US
9781608882861,JWST from below,"Ohl, Raymond",Paperback,4,0,4,28.12,US
9781608880898,The Littoral Combat Ship Omnibus: A Torpedo Boat Destroyer for the 21st Century,"Zimmerman, W. Frederick",Hardcover,2,0,2,28.05,US
9781608881420,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 5),"Office of the Secretary of Defense,",Hardcover,2,0,2,27.98,UK
9781608881802,Pieces of History: Artifacts of the PT Boat Navy,"Andruss Sr., Frank J.",Hardcover,3,0,3,27.73,UK
9781934840467,"The John Boyd Roundtable: Debating Science, Strategy, and War","Safranski, Mark",Paperback,2,0,2,27.52,IN (Global Connect)
9781934840542,Skeeter Sneeter Doodlebop,"Smith, C. Michelle",Paperback,3,0,3,27.16,US
9781608880973,"The ""Family Jewels"": Declassified Documents Released by the CIA under the Freedom of Information Act, June 2007","Central Intelligence Agency,",Hardcover,3,0,3,26.77,UK
9781934840948,Secrets of the Modern World: F. W. Maitland,"MacFarlane, Alan, Professor",Paperback,4,0,4,26.75,US
9781608882793,The Future of Strategic ASW,"Daniel, Donald O.F.",Paperback,3,0,3,26.31,US
9781934840412,FBI Whistleblowers: What Their Disclosures Indicate About The Politicization Of The FBI And Justice Department: Republican Staff Report,Committee on the Judiciary,Hardcover,1,0,1,25.98,US
9780978813840,Daniel Defoe's Robinson Crusoe and Alexander Selkirk,"Bruce, Stevey",Paperback,2,0,2,25.34,US
9781608880607,Ten Propositions Regarding Space Power,"Smith, M. V.",Paperback,2,0,2,25.34,IN (Global Connect)
9781608881956,USS Franklin CV13 War Damage Report No. 56: With Bonus Report on USS Wasp (CV7) Loss in Action,"Navy Department,",Hardcover,2,0,2,25.34,US
9781934840832,Obama Does Globalistan,"Escobar, Pepe",Paperback,2,0,2,25.18,IN (Global Connect)
9781608883226,David's Wings,"Borukhovich , Kelly  ""KGB""",Paperback,3,0,3,25.16,UK
9781934840504,"A Marine of the Imperial Guard: Eyewitness to the French Failure in Spain, 1808","Baste, Pierre",Paperback,3,0,3,25.06,UK
9781934840825,"Age of Obama: A Reporter's Journey with Clinton, McCain and Obama in The Making of the President, 2008","Curtis, Mark",Paperback,3,0,3,25.02,UK
9781934840894,Index of Oral Histories Relating to Naval Research and Development,"Nowicke, Carole",Hardcover,2,0,2,24.48,US
9781608882236,State-Of-The-Art Small Spacecraft Technology 2023,"NASA,",Hardcover,2,0,2,24.46,US
9781608889051,Analysis of Unmanned Undersea Vehicle (Uuv) Architectures and an Assessment of Uuv Integration Into Undersea Applications,"French, Daniel W.",Hardcover,3,0,3,24.34,UK
9781608880140,The Young Conservative's Field Guide,"Stransky, Brent",Paperback,3,0,3,24.33,UK
9781608882571,NASA Historical Investigation Into James E. Webb's Relationship To The Lavender Scare,"Odom, Brian C.",Paperback,2,0,2,24.22,DE (Global Connect)
9781608881796,"History Of Gun-Type Bombs And Warheads: Mks 8, 10 and 11",Sandia National Laboratories,Hardcover,4,0,4,23.98,US
9781608883134,An Operational Analysis for Air Force 2025: An Application of Value-Focused Thinking to Future Air and Space Capabilities,"Jackson, Jack A",Paperback,2,0,2,23.98,DE (Global Connect)
9781608881611,Ten Propositions Regarding Air Power,"Meininger, Philip S.",Paperback,3,0,3,23.81,UK
9781608880393,World War II Vertical Envelopment: The German Influence on U.S. Army Airborne Operations,"Sheehan, Thomas J.",Paperback,2,0,2,23.74,IN (Global Connect)
9781934840054,"Liveblogging BLACKWATER by Jeremy Scahill: Unauthorized Color Commentary, Maps, and Images","Zimmerman, W. Frederick",Paperback,2,0,2,23.62,US
9781608883141,"John C. Hartfield's ""Lisbonian"" Selection of Roots and Terminals","Hartfield, John Charles",Hardcover,2,0,2,23.54,DE (Global Connect)
9781934840603,"The Definitive Illustrated History of the Torpedo Boat - Volume II, 1280 - 1899 (The Ship Killers)","Hinds, Joe",Paperback,2,0,2,23.40,UK
9781608882786,Soviet Naval Special Purpose Forces: Origins and Operations in World War II,"Gebhardt, James F.",Paperback,4,-1,3,23.21,US
9781608883158,Feasibility Study of A Satellite Solar Power Station,NASA,Paperback,2,0,2,22.94,US
9781608880218,So Much for Democracy: Citizens United v. Federal Election Commission,"UNited States Supreme Court,",Paperback,3,0,3,22.89,UK
9781608880607,Ten Propositions Regarding Space Power,"Smith, M. V.",Paperback,2,0,2,22.75,UK
9781934840665,"The Definitive Illustrated History of the Torpedo Boat, Volume VIII: 1944 (the Ship Killers)","Hinds, Joe",Paperback,2,0,2,22.64,IT (Global Connect)
9781608882717,Improved Anti-Submarine Warfare (ASW) Effectiveness,Broadmeadow et al.,Paperback,2,0,2,22.52,US
9781608881826,The Mueller Memos: Interview Notes Released Under FOIA,TBD,Hardcover,3,0,3,22.47,US
9781608881895,Ten Propositions Regarding Space Power,"Smith, M. V.,",Hardcover,4,0,4,22.32,US
9781608883165,"Glossary of Serbo-Croatian and Slovene Words: With Emphasis on Diplomatic, Military, Security, and Technical Terms",Foreign Broadcast Information Service,Hardcover,1,0,1,22.19,US
9781608883165,"Glossary of Serbo-Croatian and Slovene Words: With Emphasis on Diplomatic, Military, Security, and Technical Terms",Foreign Broadcast Information Service,Hardcover,1,0,1,22.19,DE (Global Connect)
9781608880485,Age of Ice and Steel,"Boufesis, Alexandros",Hardcover,5,0,5,22.18,US
9781608883189,Report to The Commission to Assess United States National Security Space Management and Organization,"Rumsfeld, Donald  F.",Paperback,2,0,2,22.18,US
9781934840597,"The Definitive Illustrated History of the Torpedo Boat - Volume I, Overview (The Ship Killers)","Hinds, Joe",Paperback,2,0,2,22.10,UK
9781608882151,Space Doctrine Publication 5-0: Doctrine for Space Forces,United States Space Force,Paperback,3,0,3,21.90,UK
9781608880591,Report of Operation HighJump: U.S. Navy Antarctic Development Program 1947,U.S. Navy,Hardcover,3,0,3,21.63,DE (Global Connect)
9781608882298,UFOs and Related Subjects,"Catoe, Lynn E.",Hardcover,1,0,1,21.60,UK
9781608882380,The Granddaughter Project,"Chishti, Shaheen",Paperback,3,0,3,21.46,UK
9781608889037,Motor Torpedo Boat Manual,U. S. Navy,Hardcover,5,0,5,21.23,UK
9781608883486,Minuteman Weapon System History and Description,ICBM System Program Office,Paperback,2,0,2,21.23,UK
9781608881086,EP-3E Collision [2001]: Cryptologic Damage Assessment And Incident Review Final Report,EP-3  Cryptologic Assessment Team,Paperback,2,0,2,21.14,UK
9781608889044,Designing a Laser for the Littoral Combat Ship,"Ching, Na Ang",Hardcover,4,0,4,21.02,US
9781934840870,The Impact of the USS Forrestal's 1967 Fire on United States Navy Shipboard Damage Control,"Stewart, Henry P.",Paperback,2,0,2,21.00,UK
9781608883011,Psychological Warfare: Selected and Annotated Bibliography [Annotated]:,"Central Intelligence Agency,",Paperback,2,0,2,20.76,DE (Global Connect)
9781608880126,Tora Bora Revisited: How We Failed to Get Bin Laden and Why It Matters Today (Decisive Battles of the 21st Century),"United States Senate, States Senate",Paperback,2,0,2,20.66,US
9781608883288,Tentative Manual for Expeditionary Advanced Base Operations,United States Marine Corps,Paperback,2,0,2,20.62,DE (Global Connect)
9781934840993,Fallen Walls and Fallen Towers,"Redd, Adrienne",Hardcover,2,0,2,20.60,US
9781934840153,"Cool Maps of Cuba: An Atlas of History, Population, Resources Before and After Fidel Castro","Zimmerman, W. Frederick",Paperback,3,0,3,20.56,UK
9781608880201,Operation Weseruebung: The Dawn of Decisive Airpower in Joint Military Operations,"Baxley, Brian",Paperback,2,0,2,20.42,UK
9781608883479,"Experiments upon Magnesia Alba, Quicklime, and some other Alcaline Substances","Black, Joseph",Paperback,6,0,6,20.40,US
9781608881093,"The Definitive Illustrated History of the Torpedo Boat, Volume XI: Indexes (The Ship Killers)","Hinds, Joe",Paperback,2,0,2,20.37,US
9781934840672,"The Definitive Illustrated History of the Torpedo Boat, Volume IX: 1945 (the Ship Killers)","Hinds, Joe",Paperback,2,0,2,20.07,US
9781934840146,"Cool Maps of Indonesia: An Unauthorized View of the Land of EAT, PRAY, LOVE","Zimmerman, W. Frederick",Paperback,2,0,2,20.06,US
9781934840092,Borodino: Why It Matters Today,"Zimmerman, W. Frederick",Paperback,2,0,2,20.02,US
9781608881581,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 9),"Office of the Secretary of Defense,",Hardcover,1,0,1,19.95,UK
9781934840870,The Impact of the USS Forrestal's 1967 Fire on United States Navy Shipboard Damage Control,"Stewart, Henry P.",Paperback,2,0,2,19.94,US
9781608882441,'It Was Compromised': The Trump Administration's Unprecedented Campaign to Control CDC and Politicize Public Health During the Coronavirus Crisis,Select Subcommittee on the Coronavirus,Paperback,2,0,2,19.88,DE (Global Connect)
9781608883042,The National Security Agency and The EC-121 Shootdown,National Security Agency,Paperback,2,0,2,19.84,US
9781608882960,Annual Threat Assessment of the U.S. Intelligence Community [Annotated],"Director of National Intelligence,",Paperback,2,0,2,19.83,UK
9781608882502,FM 1-02.2 Military Symbols: With Special AI-powered Essay on Graphic Design & Military Symbology,Department of the Army,Hardcover,1,0,1,19.81,UK
9781934840115,Cool Maps of Baghdad: the Emerald City and other cities of Iraq,"Zimmerman, W. Frederick",Paperback,2,0,2,19.69,US
9781608880119,THE LOST SYMBOL -- Found: Unauthorized Analysis of Dan Brown's Novel,"Davis, Graeme",Paperback,2,0,2,19.68,US
9781608880249,Oops! Boom!  An Analysis of Fratricide in US Naval Surface and Submarine Forces in World War II,"Hagendorf-Orloff, Lars P.",Paperback,2,0,2,19.59,UK
9781934840849,"Investigation and Review of the Federal Bureau of Prisons' Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York",Department of Justice,Paperback,2,0,2,19.54,DE (Global Connect)
9781608883370,Joint Staff Study: ICEBERG Operation,United States Pacific Fleet,Paperback,2,0,2,19.14,DE (Global Connect)
9781608882359,History of the Indian tribes of North America [Single-Volume Facsimile Edition]: with Biographical Sketches and Anecdotes of the Principal Chiefs,"McKenney, Thomas, L.",Hardcover,1,0,1,19.03,UK
9781608880270,Historical Bibliography of Sea Mine Warfare,"Patterson, Andrew",Paperback,2,0,2,18.86,IT (Global Connect)
9781608883486,Minuteman Weapon System History and Description,ICBM System Program Office,Paperback,2,0,2,18.86,US
9780978813895,Red Zone Blues: a snapshot of Baghdad during the surge,"Escobar, Pepe",Paperback,2,0,2,18.82,IN (Global Connect)
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,3,0,3,18.78,IN (Global Connect)
9781608881628,Halsey's Decision: Organizational Failure at Leyte Gulf,"Brooks, David L.",Paperback,4,0,4,18.76,UK
9781608883202,The Soviet Bloc Role In International Terrorism And Revolutionary Violence,Central Intelligence Agency,Paperback,3,0,3,18.33,US
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,2,0,2,18.17,DE (Global Connect)
9780977742455,Hypochondriac's Guide to Hoodia Gordonii H 57,"Zimmerman, W. Frederick",Paperback,2,0,2,18.14,US
9781608880492,The EXXON Valdez Oil Spill a Report to the President,"Skinner, Samuel K.",Paperback,2,0,2,18.12,US
9781608883066,Operation REGAL: The Berlin Tunnel,National Security Agency,Paperback,3,0,3,18.00,US
9781608882601,Great Power Competition: Implications for Defense [Annotated]: Issues for Congress,Congressional Research Service,Paperback,4,-1,3,17.96,US
9781608880119,THE LOST SYMBOL -- Found: Unauthorized Analysis of Dan Brown's Novel,"Davis, Graeme",Paperback,2,0,2,17.94,IN (Global Connect)
9781608883493,"Economy of Force: A Total Army, The Israel Defense Force Model","Heller, Charles E",Paperback,2,0,2,17.84,UK
9781608882526,Air Force Space Systems Development Program (SPADE I),Air Research and Development Command,Paperback,2,0,2,17.72,UK
9781608882427,State of The Space Industrial Base 2021: Infrastructure & Services for Economic Growth & National Security,"OIson, J.",Paperback,2,0,2,17.69,UK
9780976540601,Unauthorized Harry Potter and the Deathly Hallows News: Half-Blood Prince Analysis,"Zimmerman, W. Frederick",Paperback,3,0,3,17.65,UK
9781608882335,Raging Twenties: Great Power Politics Meets Techno-Feudalism,"Escobar, Pepe",Hardcover,2,0,2,17.60,BR (Global Connect)
9781608883424,One Maid's Mischief: Condensed Edition,"Fenn, George  Manville",Paperback,6,0,6,17.52,US
9781608882335,Raging Twenties: Great Power Politics Meets Techno-Feudalism,"Escobar, Pepe",Hardcover,2,0,2,17.47,IN (Global Connect)
9781608883028,Analysis of Psychological Operations (PSYOP),"Library of Congress,",Paperback,3,0,3,17.40,US
9781608882380,The Granddaughter Project,"Chishti, Shaheen",Paperback,2,0,2,17.29,US
9780978813826,GLOBALISTAN: An Antidote to THE WORLD IS FLAT,"Escobar, Pepe,",Paperback,1,0,1,17.28,IT (Global Connect)
9781934840092,Borodino: Why It Matters Today,"Zimmerman, W. Frederick",Paperback,3,0,3,17.02,UK
9781608882977,CIA Analysis of The Warsaw Pact Forces: The Importance of Clandestine Reporting,"Central Intelligence Agency,",Paperback,2,0,2,17.00,US
9781608881482,Dictionary of Automatic Ideas: A New Translation Bringing Flaubert into the 21st Century,"Flaubert, Gustave",Hardcover,2,0,2,16.95,UK
9781608880614,Halsey's Decision: Organizational Failure at Leyte Gulf,"Brooks, David L",Hardcover,2,0,2,16.91,US
9781608880836,Capital Ships of the Imperial Japanese Navy 1868-1945: The Yamato Class and Subsequent Planning,"Lengerer, Hans",Hardcover,2,0,2,16.81,DE (Global Connect)
9781608882809,Literature Review of Colorimetric Indicators for Nerve-Agent Detection,"Durst, H. Dupont",Paperback,2,0,2,16.66,US
9781934840979,Principles of War,"Hapsburg, Archduke Charles von",Paperback,2,0,2,16.60,BR (Global Connect)
9781934840047,Our Colorful Moon: Beautiful Images to Energize and Delight,"Zimmerman, W. Frederick",Paperback,2,0,2,16.53,UK
9781608881703,Survival: Training Edition: AF Manual 64-3,United States Air Force,Hardcover,6,0,6,16.50,UK
9781934840689,"The Definitive Illustrated History of the Torpedo Boat, Volume X: Bonus Material and Appendixes","Hinds, Joe",Paperback,2,0,2,16.38,UK
9781608882113,Space Doctrine Publication 1-0 Personnel: Doctrine for Space Forces,"United States Space Force,",Paperback,3,0,3,16.38,US
9781934840665,"The Definitive Illustrated History of the Torpedo Boat, Volume VIII: 1944 (the Ship Killers)","Hinds, Joe",Paperback,2,0,2,16.11,UK
9781934840146,"Cool Maps of Indonesia: An Unauthorized View of the Land of EAT, PRAY, LOVE","Zimmerman, W. Frederick",Paperback,2,0,2,16.03,UK
9780977742493,"AMERICAN THEOCRACY Unpacked: Arguments Disassembled, Implications Explored, and a Way Forward Suggested","Zimmerman, W., Frederick",Paperback,2,0,2,15.96,UK
9781608883073,Collateral Damage to Satellites from An EMP Attack,Defense Threat Reduction Agency,Paperback,1,0,1,15.74,US
9781608881109,Secrets of the Modern World: Thomas Malthus,"MacFarlane, Alan, Professor",Paperback,1,0,1,15.73,IN (Global Connect)
9781608883431,"In Good Company [Condensed Edition]: [Personal Recollections of Swinburne, Oscar Wilde, and Others]","Kernahan, Coulson",Paperback,5,0,5,15.55,US
9781934840986,Blood on Our Hands: The American Invasion and Destruction of Iraq,"Davies, Nicolas J. S.",Paperback,2,0,2,15.52,DE (Global Connect)
9780977742479,Unauthorized Harry Potter and the Alchemist's Cell News: Half-Blood Prince Analysis and Speculation,"Zimmerman, W. Frederick",Paperback,2,0,2,15.50,US
9781608881468,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 4),"Office of the Secretary of Defense,",Hardcover,1,0,1,15.41,UK
9781608881253,Tactical Nuclear Weapons In Southeast Asia,"Dyson, Freeman J.",Paperback,2,0,2,15.30,US
9780978813826,GLOBALISTAN: An Antidote to THE WORLD IS FLAT,"Escobar, Pepe,",Paperback,1,0,1,15.08,DE (Global Connect)
9780978813826,GLOBALISTAN: An Antidote to THE WORLD IS FLAT,"Escobar, Pepe,",Paperback,1,0,1,14.95,IN (Global Connect)
9781608882533,The Index of Coincidence,National Security Agency,Paperback,2,0,2,14.90,US
9781608881772,Coalition Space Operations: Exploring New Paths For Allied Partnership,"Manuel, Robert, H.",Hardcover,2,0,2,14.87,US
9781608880768,In the Shadow of the Battleship: Considering the Cruisers of World War II,"Worth, Richard",Hardcover,2,0,2,14.82,UK
9781608881390,Current Tactical Orders and Doctrine,"United States Fleet,",Hardcover,5,-1,4,14.82,US
9781608880348,The Russia-Georgia War,"Boufesis, Alexandros Fox",Hardcover,2,0,2,14.63,IN (Global Connect)
9781608880003,Azkatraz 2009: Inside the Cell,"Pyne, Erin A.",Paperback,1,0,1,14.25,UK
9781608880355,2030,"Escobar, Pepe",Paperback,3,0,3,14.20,BR (Global Connect)
9781608882694,The Soviet History of World War II [1959],Central Intelligence Agency,Paperback,2,0,2,14.08,US
9781608880270,Historical Bibliography of Sea Mine Warfare,"Patterson, Andrew",Paperback,2,0,2,13.73,AU
9781608882618,State of The Space Industrial Base 2019: A Time for Action to Sustain US Economic & Military Leadership in Space,"Cooley, T.",Paperback,4,-1,3,13.69,US
9781608881994,The Great Space Force Debate: A Way Forward From The Past?,"Johnson, Jordan, M.",Hardcover,2,0,2,13.49,US
9781608881956,USS Franklin CV13 War Damage Report No. 56: With Bonus Report on USS Wasp (CV7) Loss in Action,"Navy Department,",Hardcover,1,0,1,13.47,UK
9780978813857,Sandy Berger Should Be In Jail,"Zimmerman, W. Frederick",Paperback,2,0,2,13.08,UK
9781608881314,Command Investigation Concerning Chain Of Command Actions With Regard To COVID-19 Onboard USS Theodore Roosevelt (CVN 71) : Big Sick on the Big Stick: Volume 1,Chief of Naval Operations,Hardcover,3,0,3,12.96,US
9781934840115,Cool Maps of Baghdad: the Emerald City and other cities of Iraq,"Zimmerman, W. Frederick",Paperback,2,0,2,12.95,UK
9781608882694,The Soviet History of World War II [1959],Central Intelligence Agency,Paperback,2,0,2,12.92,UK
9781934840894,Index of Oral Histories Relating to Naval Research and Development,"Nowicke, Carole",Hardcover,1,0,1,12.81,UK
9781608880003,Azkatraz 2009: Inside the Cell,"Pyne, Erin A.",Paperback,1,0,1,12.64,US
9781608880423,"Uncharted Waters: Expeditionary Operations and the Naval Component of Union Military Strategy in the Us Civil War, 1861-1862","Canfield, Major Daniel T.",Paperback,1,0,1,12.60,IN (Global Connect)
9781608881642,Empire of Chaos,"Escobar, Pepe",Hardcover,2,0,2,12.50,DE (Global Connect)
9781934840740,"Confidential Human Source Policy Guide [Annotated]: 1018 PG; May 21, 2019",Federal Bureau of Investigation,Hardcover,1,0,1,12.45,UK
9780979920561,State of Washington v. US Food & Drug Administration [Annotated],"Rice, Thomas, O.",Paperback,2,0,2,12.34,DE (Global Connect)
9781608882526,Air Force Space Systems Development Program (SPADE I),Air Research and Development Command,Paperback,3,-1,2,12.34,US
9781608881741,Technical Articles about the Voynich Manuscript,National Security Agency,Hardcover,2,0,2,12.30,DE (Global Connect)
9781608883134,An Operational Analysis for Air Force 2025: An Application of Value-Focused Thinking to Future Air and Space Capabilities,"Jackson, Jack A",Paperback,1,0,1,12.29,UK
9781608882854,Moon-to-Mars Architecture Definition Document  (ESDMD-001),"NASA, Exploration Systems Development...",Paperback,2,0,2,12.18,US
9781608881697,2030,"Escobar, Pepe",Hardcover,2,0,2,12.16,AU
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,2,0,2,12.04,IN (Global Connect)
9781608883134,An Operational Analysis for Air Force 2025: An Application of Value-Focused Thinking to Future Air and Space Capabilities,"Jackson, Jack A",Paperback,1,0,1,11.99,US
9781608883172,Naval War College Style Manual And Classification Guide,"Zimmerman, Fred",Hardcover,1,0,1,11.99,UK
9781608883196,Articles on Cryptography and Cryptanalysis,US Signal Corps,Hardcover,1,0,1,11.92,UK
9781608880225,"Operation Sea Lion: A Joint Critical Analysis, Or, How Hitler Could Have Won, If He Were More Joint","McCanne, Lt Col Randy",Paperback,1,0,1,11.81,IN (Global Connect)
9781608883189,Report to The Commission to Assess United States National Security Space Management and Organization,"Rumsfeld, Donald  F.",Paperback,1,0,1,11.80,UK
